id,parent_id,handle,vendor,tags,options,title,body_html,option1,option2,option3,sku,requires_shipping,taxable,image,available,price,grams,compare_at_price,position
43116827050183,7638089760967,br-10401,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Volume', 'position': 1, 'values': ['1 - Introduction', '2 - Reflection', '3 - Serving Hashem', '4 - Trust', '5 - Single Mindedness', '6 - Humility']}, {'name': 'Size', 'position': 2, 'values': ['Full Size', 'Pocket Size']}]",4 - Trust / Full Size,"A New Translation and Commentary on Duties of the Mind.Rav Miller was famous for his total mastery of, and immersion in, the principles of the Chovos Halevavos, which he carried within him from the famous halls of Slobodka Yeshiva in Europe. Now, you, too, can benefit from the lectures and va'adim of this mussar giant in this all-new translation and commentary on ""Duties of the Mind"" Volume I.
1 - Introduction - Full Size2 - Reflection - Full Size3 - Serving Hashem - Full Size4 - Trust - Full Size4 - Trust - Pocket Size5 - Single Mindedness - Full Size6 - Humility - Full Size




Sku:► (Click Here For Options)

BR-10401


Author:
Rabbi Avigdor Miller


Pages:
191


Size:
6.7"" x 9.7""


Binding:
Hardcover


Imprint:
Simchas Hachaim Publishing


",4 - Trust,Full Size,,BR-10404,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10401.jpg?v=1678830374,True,26.99,1089,25.99,4
43116827082951,7638089760967,br-10401,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Volume', 'position': 1, 'values': ['1 - Introduction', '2 - Reflection', '3 - Serving Hashem', '4 - Trust', '5 - Single Mindedness', '6 - Humility']}, {'name': 'Size', 'position': 2, 'values': ['Full Size', 'Pocket Size']}]",4 - Trust / Pocket Size,"A New Translation and Commentary on Duties of the Mind.Rav Miller was famous for his total mastery of, and immersion in, the principles of the Chovos Halevavos, which he carried within him from the famous halls of Slobodka Yeshiva in Europe. Now, you, too, can benefit from the lectures and va'adim of this mussar giant in this all-new translation and commentary on ""Duties of the Mind"" Volume I.
1 - Introduction - Full Size2 - Reflection - Full Size3 - Serving Hashem - Full Size4 - Trust - Full Size4 - Trust - Pocket Size5 - Single Mindedness - Full Size6 - Humility - Full Size




Sku:► (Click Here For Options)

BR-10401


Author:
Rabbi Avigdor Miller


Pages:
191


Size:
6.7"" x 9.7""


Binding:
Hardcover


Imprint:
Simchas Hachaim Publishing


",4 - Trust,Pocket Size,,BR-10404P,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10404P.jpg?v=1678830374,False,20.49,272,25.99,5
43116827115719,7638089760967,br-10401,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Volume', 'position': 1, 'values': ['1 - Introduction', '2 - Reflection', '3 - Serving Hashem', '4 - Trust', '5 - Single Mindedness', '6 - Humility']}, {'name': 'Size', 'position': 2, 'values': ['Full Size', 'Pocket Size']}]",5 - Single Mindedness / Full Size,"A New Translation and Commentary on Duties of the Mind.Rav Miller was famous for his total mastery of, and immersion in, the principles of the Chovos Halevavos, which he carried within him from the famous halls of Slobodka Yeshiva in Europe. Now, you, too, can benefit from the lectures and va'adim of this mussar giant in this all-new translation and commentary on ""Duties of the Mind"" Volume I.
1 - Introduction - Full Size2 - Reflection - Full Size3 - Serving Hashem - Full Size4 - Trust - Full Size4 - Trust - Pocket Size5 - Single Mindedness - Full Size6 - Humility - Full Size




Sku:► (Click Here For Options)

BR-10401


Author:
Rabbi Avigdor Miller


Pages:
191


Size:
6.7"" x 9.7""


Binding:
Hardcover


Imprint:
Simchas Hachaim Publishing


",5 - Single Mindedness,Full Size,,BR-10405,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10401.jpg?v=1678830374,False,24.99,771,25.99,6
43247298445511,7638089760967,br-10401,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Volume', 'position': 1, 'values': ['1 - Introduction', '2 - Reflection', '3 - Serving Hashem', '4 - Trust', '5 - Single Mindedness', '6 - Humility']}, {'name': 'Size', 'position': 2, 'values': ['Full Size', 'Pocket Size']}]",6 - Humility / Full Size,"A New Translation and Commentary on Duties of the Mind.Rav Miller was famous for his total mastery of, and immersion in, the principles of the Chovos Halevavos, which he carried within him from the famous halls of Slobodka Yeshiva in Europe. Now, you, too, can benefit from the lectures and va'adim of this mussar giant in this all-new translation and commentary on ""Duties of the Mind"" Volume I.
1 - Introduction - Full Size2 - Reflection - Full Size3 - Serving Hashem - Full Size4 - Trust - Full Size4 - Trust - Pocket Size5 - Single Mindedness - Full Size6 - Humility - Full Size




Sku:► (Click Here For Options)

BR-10401


Author:
Rabbi Avigdor Miller


Pages:
191


Size:
6.7"" x 9.7""


Binding:
Hardcover


Imprint:
Simchas Hachaim Publishing


",6 - Humility,Full Size,,BR-10406,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10401.jpg?v=1678830374,True,20.99,544,25.99,7
42852818485447,7542698311879,br-10430,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Title', 'position': 1, 'values': ['Default Title']}]",Ohr Avigdor: Mesilas Yesharim - 4 Volume Set,"You never learned Mesillas Yesharim... until you learned it the clear and vivid Ohr Avigdor way The ladder to holiness just got so much easier to climb. The Ohr Avigdor Mesillas Yesharim Series are a set of completely original sefarim that will let you discover a Mesillas Yesharim like you never did before. In fact, you never learned mussar until you learned it the clear and vivid Ohr Avigdor way. You’ll discover: Rabbi Avigdor Miller’s own all new translation Every word of the text is explained It gives background for unfamiliar concepts; understand chazal and history Plentiful examples for all concepts that drive the message home Crystal clear! All posukim and chazalim are explained But that is just the beginning. Ohr Avigdor Mesillas Yesharim will introduce you to the Ramchal’s ladder to kedusha (holiness). With Rabbi Miller, you’ll go up the that ladder, mind and soul, as each step is illustrated in awesome detail and clarity. Chock full of real world observations and tips that speak to today’s reader, it’s no longer merely a mussar sefer, but the ultimate how-to guide for life and avodas Hashem. Suddenly you’ll realize you’ve never rejoiced in Hashem like this before!



Sku:
BR-10430


Author:
Rabbi Avigdor Miller


Isbn 13:
9781954350052


Isbn 10:
1954350058


Size:
4.5"" x 6.7"" x 9.7""


Binding:
Hardcover


Date:
9/21/2022


Imprint:
Simchas Hachaim Publishing


",Default Title,,,BR-10430,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10430.jpg?v=1667141564,True,94.99,3765,21.99,1
31941683118177,4543679365217,br-10420,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Title', 'position': 1, 'values': ['Default Title']}]",Ohr Avigdor: Mesilas Yesharim - Volume 1,"
Hakdamah through Nekiyus
You never learned Mesillas Yesharim... until you learned it the clear and vivid Ohr Avigdor way! - Volume 1 - Introduction through Chapter 5/Hakdama - Nekiyus The ladder to holiness just got so much easier to climb. The Ohr Avigdor Mesillas Yesharim is a completely original sefer that will let you discover a Mesillas Yesharim like you never did before. In fact, you never learned mussar until you learned it the clear and vivid Ohr Avigdor way. You'll discover: Rabbi Avigdor Miller's own all new translation Every word of the text is explained It gives background for unfamiliar concepts; understand chazal and history Plentiful examples for all concepts that drive the message home Crystal clear! All posukim and chazalim are explained But that is just the beginning. Ohr Avigdor Mesillas Yesharim will introduce you to the Ramchal's ladder to kedusha (holiness). With Rabbi Miller, you'll go up the that ladder, mind and soul, as each step is illustrated in awesome detail and clarity. Chock full of real world observations and tips that speak to today's reader, it's no longer merely a mussar sefer, but the ultimate how-to guide for life and avodas Hashem. Suddenly you'll realize you've never rejoiced in Hashem like this before!






Sku:

BR-10420



Author:

Rabbi Avigdor Miller



Isbn 10:

0998622540



Isbn 13:

9780998622545



Pages:

380



Size:

6.7"" x 9.7""



Binding:

Hardcover



Date:

10/21/2018



Imprint:

Simchas Hachaim Publishing



",Default Title,,,BR-10420,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10420_747ce8fc-c9f5-49f3-ad5e-37c6a35beb71.jpg?v=1635954335,True,27.99,862,25.99,1
31941683183713,4543679430753,br-10421,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Title', 'position': 1, 'values': ['Default Title']}]",Ohr Avigdor: Mesilas Yesharim - Volume 2,"
Zerizus through NekiyusYou never learned Mesillas Yesharim... until you learned it the clear and vivid Ohr Avigdor way! - Volume 2 - Chapter 6-12/Zerizus-Nekius The ladder to holiness just got so much easier to climb. The Ohr Avigdor Mesillas Yesharim is a completely original sefer that will let you discover a Mesillas Yesharim like you never did before. In fact, you never learned mussar until you learned it the clear and vivid Ohr Avigdor way. You'll discover: Rabbi Avigdor Miller's own all new translation Every word of the text is explained It gives background for unfamiliar concepts; understand chazal and history Plentiful examples for all concepts that drive the message home Crystal clear! All posukim and chazalim are explained But that is just the beginning. Ohr Avigdor Mesillas Yesharim will introduce you to the Ramchal's ladder to kedusha (holiness). With Rabbi Miller, you'll go up the that ladder, mind and soul, as each step is illustrated in awesome detail and clarity. Chock full of real world observations and tips that speak to today's reader, it's no longer merely a mussar sefer, but the ultimate how-to guide for life and avodas Hashem. Suddenly you'll realize you've never rejoiced in Hashem like this before!




Sku:
BR-10421


Author:
Rabbi Avigdor Miller


Isbn 10:
0998622591


Isbn 13:
9780998622590


Pages:
318


Size:
6.7"" x 9.7""


Binding:
Hardcover


Date:
1/1/2019


Imprint:
Simchas Hachaim Publishing 


",Default Title,,,BR-10421,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10421_c7ef1033-161e-4504-8819-65e90f3ccc25.jpg?v=1635954338,True,26.99,816,25.99,1
37587617579207,6084821549255,br-10422,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Title', 'position': 1, 'values': ['Default Title']}]",Ohr Avigdor: Mesilas Yesharim - Volume 3,"
Perishus through ChassidusYou never learned Mesillas Yesharim... until you learned it the clear and vivid Ohr Avigdor way! Chapter 13 - 21/Perishus through Chasidus ** Includes a 40-page Iyunim (further reading) special section where concepts in the sefer are explored at more length. ** The ladder to holiness just got so much easier to climb. The Ohr Avigdor Mesillas Yesharim is a completely original sefer that will let you discover a Mesillas Yesharim like you never did before. In fact, you never learned mussar until you learned it the clear and vivid Ohr Avigdor way. You'll discover: Rabbi Avigdor Miller's own all new translation Every word of the text is explained It gives background for unfamiliar concepts; understand chazal and history Plentiful examples for all concepts that drive the message home Crystal clear! All posukim and chazalim are explained But that is just the beginning. Ohr Avigdor Mesillas Yesharim will introduce you to the Ramchal's ladder to kedusha (holiness). With Rabbi Miller, you'll go up the that ladder, mind and soul, as each step is illustrated in awesome detail and clarity. Chock full of real world observations and tips that speak to today's reader, it's no longer merely a mussar sefer, but the ultimate how-to guide for life and avodas Hashem. Suddenly you'll realize you've never rejoiced in Hashem like this before!




Sku:
BR-10422


Author:
Rabbi Avigdor Miller


Isbn 10:
0999169491


Isbn 13:
9780999169490


Pages:
438


Size:
6.7"" x 9.7""


Binding:
Hardcover


Date:
11/17/2020


Imprint:
Simchas Hachaim Publishing 


",Default Title,,,BR-10422,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10422_a4d78f4c-a43c-44fc-a04a-56e228a6d47a.jpg?v=1635954341,True,26.99,953,25.99,1
40747237277895,6950829981895,br-10423,Rabbi Avigdor Miller,"['Author_Rabbi Avigdor Miller', 'Categories_Jewish Thought', 'Jewish Thought']","[{'name': 'Title', 'position': 1, 'values': ['Default Title']}]",Ohr Avigdor: Mesilas Yesharim - Volume 4,"
Perishus through Chassidus
The ladder to holiness just got so much easier to climb.The Ohr Avigdor Mesillas Yesharim is a completely original sefer that will let you discover a Mesillas Yesharim like you never did before. In fact, you never learned mussar until you learned it the clear and vivid Ohr Avigdor way. You'll discover:


Rabbi Avigdor Miller's own all new translation
Every word of the text is explained
It gives background for unfamiliar concepts; understand chazal and history
Plentiful examples for all concepts that drive the message home
Crystal clear! All posukim and chazalim are explainedBut that is just the beginning.
Ohr Avigdor Mesillas Yesharim will introduce you to the Ramchal's ladder to kedusha (holiness). With Rabbi Miller, you'll go up the that ladder, mind and soul, as each step is illustrated in awesome detail and clarity. Chock full of real world observations and tips that speak to today's reader, it's no longer merely a mussar sefer, but the ultimate how-to guide for life and avodas Hashem.Suddenly you'll realize you've never rejoiced in Hashem like this before!







Sku:
BR-10423


Author:
Rabbi Avigdor Miller


Isbn 10:
1954350015


Isbn 13:
9781954350014


Pages:
280


Size:
6.7"" x 9.7""


Binding:
Hardcover


Date:
8/19/2021


Imprint:
Simchas Hachaim Publishing 


",Default Title,,,BR-10423,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/BR-10423_45ea7347-e0d8-4a0f-a604-daaf26e1fc97.jpg?v=1635954343,True,22.49,680,21.99,1
43127005905095,7641644368071,f-8373,Rabbi Nesanel Berkowitz,"['Author_Rabbi Nesanel Berkowitz', 'Categories_Haggadahs', 'Categories_Hebrew-English Haggadahs', 'Categories_Holiday Books', 'Haggadahs', 'Hebrew-English Haggadahs', 'Holiday', 'Holiday Books', 'Pesach', 'Pesach Books']","[{'name': 'Title', 'position': 1, 'values': ['Default Title']}]",On This Night,"
An Emunah OverviewOn Every Part Of Maggid
""We gather together, on this night, to commemorate our exodus from Egypt into Hashem's embrace, thus becoming His nation and His servants till the end of time. We discuss, in detail, all the suffering that we endured in Mitzrayim, all the miracles Hashem did, and all the gratitude we have to Him for doing all this for us. We are expected to get into such detail that we can actually experience it ourselves, on this night, as if it were all happening to us, and to reach the level of joy and gratitude that the Jewish people had at the time of our exodus. This is supposed to bring us to a heightened level of emunah that will infuse our service of Hashem throughout the year.""...Therefore, I have written this Sefer, to serve as an emunah primer for the Haggadah. To make the concepts of emunah readily available so that those leading the seder on this night can easily access them and share them with their family, which will inspire ourselves and, in turn, our children, in the joy of being a Yid.""- Excerpt from Introduction
""The thrust of this commentary is to show how the basic theme of the Seder night is to show our emunah in, and our gratitude to, Hashem for our physical and spiritual redemption. Every section of the Haggadah is elaborated on in this manner, and at the end of each section a short, to-the-point synopsis of the commentary is presented, to guide one's fulﬁllment of the mitzvah of Sippur Yetzias Mitzrayim ""On This Night"".Rabbi Zev Leff Shlit""a
""...Great and important to add clarity in the foundations of emunah in a way that can be easily taken to heart... Cannot overemphasize the importance of strengthening these matters of emunah...""Rav Chaim Stein Zt""l
""...To bring beneﬁt to Jewish homes about the great value of this night of yetzias Mitzrayim.""Rabbi Noson Tzvi Finkel Zt""l
""I am certain that those who read it will have spiritual pleasure and a bright light in understanding the words of the author of the Haggadah.""Rabbi Gabriel Cohen Shlit""a










Sku:
F-8373


Author:
Rabbi Nesanel Berkowitz


Isbn 13:
9781680259414


Isbn 10:
1680259415


Pages:
165


Size:
6.3"" x 9.3""


Binding:
Hardcover


Date:
3/21/2023


Imprint:
Feldheim Publishers


",Default Title,,,F-8373,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/F-8373.jpg?v=1679449858,True,13.99,454,14.99,1
41322460381383,7110083018951,f-7971,Dassy Aarons,"['Author_Dassy Aarons', 'Bible Commentaries', 'Categories_Bible Commentaries', 'Categories_Weekly Parshah', 'Weekly Parshah']","[{'name': 'Title', 'position': 1, 'values': ['Default Title']}]",Once Upon a Parashah,"
Short StoriesWith A Hidden Lesson For TodayLearned From The Weekly ParashahTake a story with a dilemma, add something new from theparashah, and what do you get? A practical lesson foreveryday life, that's what!
Once Upon a Parashah teaches something newfrom the Midrash and shows how the weekly parashahis completely relevant to today's day and age. Fifty-four short stories fill out the year with intriguingsituations that contain pertinent messages forchildren, learned from each week's Torah readingWhether you choose to read one story every week or thewhole book in one sitting, sit back, relax, and enjoy!






Sku:
F-7971


Author:
Dassy Aarons


Isbn 10:
1680255215


Isbn 13:
9781680255218


Pages:
335


Size:
6.3"" x 9.3""


Binding:
Hardcover


Date:
11/2/2021


Imprint:
Feldheim Publishers


",Default Title,,,F-7971,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/F-7971.jpg?v=1635972406,True,22.99,635,24.99,1
31941796331617,4543723667553,f-868-3,Genendel Krohn,"['Author_Genendel Krohn', 'Categories_Holiday Books', 'Holiday', 'Holiday Books', 'Pesach', 'Pesach Books']","[{'name': 'Title', 'position': 1, 'values': ['Default Title']}]",Once Upon A Pesach,"Pesach is a time for family connection and mesorah - Jewish tradition. One of the primary ways we connect is through telling the story of the miraculous birth of our nation. 
 
 
 
 In this spirit of storytelling, noted author and educator Genendel Krohn has compiled this beautiful collection of stories that impart essential Jewish values to the next generation.
 
 
 
 This newest book in her illustrated Holiday Series for children is filled with Pesach related stories of remarkable self - sacrifice, commitment to mitzvos, simple faith in Hashem, and the value of a good deed. With Tova Katz's beautiful illustrations, this is the perfect book for families to share throughout the Pesach season.



Sku:
F-868-3


Author:
Genendel Krohn


Isbn 10:
1598268686


Isbn 13:
9781598268683


Pages:
49


Size:
8.375"" x 11""


Binding:
Hardcover


Imprint:
Feldheim Publishers


",Default Title,,,F-868-3,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/F-868-3.jpg?v=1635958350,True,18.99,391,19.99,1
40557741834439,6830552907975,orbr1,Artscroll Mesorah Publications,"['Bible Commentaries', 'Categories_Bible Commentaries', 'Categories_Weekly Parshah', 'Weekly Parshah']","[{'name': 'Volume', 'position': 1, 'values': ['Bereishis/Genesis 1 - Bereishis - Chayei sarah', 'Bereishis/Genesis 2 - Toldos - Vayechi', 'Shemos/Exodus 1 - Shemos - Yisro', 'Shemos/Exodus 2 - Mishpatim - Pekudei', 'Vayikra/Leviticus 1: Vayikra - Metzora', 'Vayikra/Leviticus 2: Acharei - Bechukosai', 'Bamidbar/ Numbers 1 - Bamidbar - Korach', 'Bamidbar/ Numbers 2 - Chukas - Masei', 'Devarim/Deuteronomy 1: Devarim - Shoftim', 'Devarim/Deuteronomy 2: Ki Seitzei - Vezos Haberachah']}]",Bereishis/Genesis 1 - Bereishis - Chayei sarah,"Yaakov and Ilana Melohn Edition.The Torah: With Or Hachaim's Commentary Translated, Annotated, and Elucidated.OrHaChaim's commentary is so rich, so profound, so wide - ranging, so broad and deep - it has been one of the foremost, most revered commentaries on Chumash for nearly three centuries.
 
 The uniqueness of Or HaChaim:

Points out every nuance of the Chumash text

Blends the plain meaning with the interpretations of the Sages

Weaves Kabbalistic concepts into the commentary

Explains basic principles of our faith

The multi - layered commentary speaks to everyone

Elucidates all the elements of the commentary seamlessly

Created by an extraordinary team of talmidei chachamim, this is the finest elucidation of Or HaChaim in any language.
 
 It includes
 


Text of the Chumash, Targum, and Rashi

Accurate, well researched, vowelized Or HaChaim text

Flowing Interpretive translation of Or HaChaim, following the famed pattern of the Artscroll Mesorah Publications Talmud, Rashi, and Ramban

Introductions of concepts

Remarkably clear explanatory notesBottom line - This is an absolute masterpiece! For anyone who wants to understand the Torah as only Or HaChaim explains it - this edition is a is a must!

Bamidbar/ Numbers 1 - Bamidbar - KorachBamidbar/ Numbers 2 - Chukas - MaseiDevarim/Deuteronomy 1: Devarim - ShoftimDevarim/Deuteronomy 2: Ki Seitzei - Vezos HaberachahVayikra/Leviticus 1: Vayikra - MetzoraBereishis/Genesis 1 - Bereishis - Chayei sarahShemos/Exodus 1 - Shemos - YisroShemos/Exodus 2 - Mishpatim - PekudeiVayikra/Leviticus 2: Acharei - BechukosaiBereishis/Genesis 2 - Toldos - Vayechi




Sku:► (Click Here For Options)

ORBM1


Isbn 10:
1422620565


Isbn 13:
9781422620564


Size:
7"" x 10""


Binding:
Hardcover


Date:
4/23/2018


Imprint:
Artscroll Mesorah Publications


",Bereishis/Genesis 1 - Bereishis - Chayei sarah,,,ORBR1,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/920-6.jpg?v=1635963894,True,29.99,1406,32.99,1
40557741867207,6830552907975,orbr1,Artscroll Mesorah Publications,"['Bible Commentaries', 'Categories_Bible Commentaries', 'Categories_Weekly Parshah', 'Weekly Parshah']","[{'name': 'Volume', 'position': 1, 'values': ['Bereishis/Genesis 1 - Bereishis - Chayei sarah', 'Bereishis/Genesis 2 - Toldos - Vayechi', 'Shemos/Exodus 1 - Shemos - Yisro', 'Shemos/Exodus 2 - Mishpatim - Pekudei', 'Vayikra/Leviticus 1: Vayikra - Metzora', 'Vayikra/Leviticus 2: Acharei - Bechukosai', 'Bamidbar/ Numbers 1 - Bamidbar - Korach', 'Bamidbar/ Numbers 2 - Chukas - Masei', 'Devarim/Deuteronomy 1: Devarim - Shoftim', 'Devarim/Deuteronomy 2: Ki Seitzei - Vezos Haberachah']}]",Bereishis/Genesis 2 - Toldos - Vayechi,"Yaakov and Ilana Melohn Edition.The Torah: With Or Hachaim's Commentary Translated, Annotated, and Elucidated.OrHaChaim's commentary is so rich, so profound, so wide - ranging, so broad and deep - it has been one of the foremost, most revered commentaries on Chumash for nearly three centuries.
 
 The uniqueness of Or HaChaim:

Points out every nuance of the Chumash text

Blends the plain meaning with the interpretations of the Sages

Weaves Kabbalistic concepts into the commentary

Explains basic principles of our faith

The multi - layered commentary speaks to everyone

Elucidates all the elements of the commentary seamlessly

Created by an extraordinary team of talmidei chachamim, this is the finest elucidation of Or HaChaim in any language.
 
 It includes
 


Text of the Chumash, Targum, and Rashi

Accurate, well researched, vowelized Or HaChaim text

Flowing Interpretive translation of Or HaChaim, following the famed pattern of the Artscroll Mesorah Publications Talmud, Rashi, and Ramban

Introductions of concepts

Remarkably clear explanatory notesBottom line - This is an absolute masterpiece! For anyone who wants to understand the Torah as only Or HaChaim explains it - this edition is a is a must!

Bamidbar/ Numbers 1 - Bamidbar - KorachBamidbar/ Numbers 2 - Chukas - MaseiDevarim/Deuteronomy 1: Devarim - ShoftimDevarim/Deuteronomy 2: Ki Seitzei - Vezos HaberachahVayikra/Leviticus 1: Vayikra - MetzoraBereishis/Genesis 1 - Bereishis - Chayei sarahShemos/Exodus 1 - Shemos - YisroShemos/Exodus 2 - Mishpatim - PekudeiVayikra/Leviticus 2: Acharei - BechukosaiBereishis/Genesis 2 - Toldos - Vayechi




Sku:► (Click Here For Options)

ORBM1


Isbn 10:
1422620565


Isbn 13:
9781422620564


Size:
7"" x 10""


Binding:
Hardcover


Date:
4/23/2018


Imprint:
Artscroll Mesorah Publications


",Bereishis/Genesis 2 - Toldos - Vayechi,,,ORBR2,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/941-4.jpg?v=1635963894,True,29.99,1406,32.99,2
40557741899975,6830552907975,orbr1,Artscroll Mesorah Publications,"['Bible Commentaries', 'Categories_Bible Commentaries', 'Categories_Weekly Parshah', 'Weekly Parshah']","[{'name': 'Volume', 'position': 1, 'values': ['Bereishis/Genesis 1 - Bereishis - Chayei sarah', 'Bereishis/Genesis 2 - Toldos - Vayechi', 'Shemos/Exodus 1 - Shemos - Yisro', 'Shemos/Exodus 2 - Mishpatim - Pekudei', 'Vayikra/Leviticus 1: Vayikra - Metzora', 'Vayikra/Leviticus 2: Acharei - Bechukosai', 'Bamidbar/ Numbers 1 - Bamidbar - Korach', 'Bamidbar/ Numbers 2 - Chukas - Masei', 'Devarim/Deuteronomy 1: Devarim - Shoftim', 'Devarim/Deuteronomy 2: Ki Seitzei - Vezos Haberachah']}]",Shemos/Exodus 1 - Shemos - Yisro,"Yaakov and Ilana Melohn Edition.The Torah: With Or Hachaim's Commentary Translated, Annotated, and Elucidated.OrHaChaim's commentary is so rich, so profound, so wide - ranging, so broad and deep - it has been one of the foremost, most revered commentaries on Chumash for nearly three centuries.
 
 The uniqueness of Or HaChaim:

Points out every nuance of the Chumash text

Blends the plain meaning with the interpretations of the Sages

Weaves Kabbalistic concepts into the commentary

Explains basic principles of our faith

The multi - layered commentary speaks to everyone

Elucidates all the elements of the commentary seamlessly

Created by an extraordinary team of talmidei chachamim, this is the finest elucidation of Or HaChaim in any language.
 
 It includes
 


Text of the Chumash, Targum, and Rashi

Accurate, well researched, vowelized Or HaChaim text

Flowing Interpretive translation of Or HaChaim, following the famed pattern of the Artscroll Mesorah Publications Talmud, Rashi, and Ramban

Introductions of concepts

Remarkably clear explanatory notesBottom line - This is an absolute masterpiece! For anyone who wants to understand the Torah as only Or HaChaim explains it - this edition is a is a must!

Bamidbar/ Numbers 1 - Bamidbar - KorachBamidbar/ Numbers 2 - Chukas - MaseiDevarim/Deuteronomy 1: Devarim - ShoftimDevarim/Deuteronomy 2: Ki Seitzei - Vezos HaberachahVayikra/Leviticus 1: Vayikra - MetzoraBereishis/Genesis 1 - Bereishis - Chayei sarahShemos/Exodus 1 - Shemos - YisroShemos/Exodus 2 - Mishpatim - PekudeiVayikra/Leviticus 2: Acharei - BechukosaiBereishis/Genesis 2 - Toldos - Vayechi




Sku:► (Click Here For Options)

ORBM1


Isbn 10:
1422620565


Isbn 13:
9781422620564


Size:
7"" x 10""


Binding:
Hardcover


Date:
4/23/2018


Imprint:
Artscroll Mesorah Publications


",Shemos/Exodus 1 - Shemos - Yisro,,,ORSH1,True,True,https://cdn.shopify.com/s/files/1/0093/3625/8657/products/854-4.jpg?v=1635963894,True,29.99,1361,32.99,3
